date,valid
2013-05-23,119.375
2013-05-24,98.25
2013-05-25,146.958
2013-05-26,138.579
2013-05-27,
2013-05-28,
2013-05-29,59.9047
2013-05-30,92.5
2013-05-31,
2013-06-01,
2013-06-02,104.316
2013-06-03,
2013-06-04,100.792
2013-06-05,
2013-06-06,
2013-06-07,
2013-06-08,
2013-06-09,117.87
2013-06-10,158.583
2013-06-11,149.917
2013-06-12,108.75
2013-06-13,144.958
2013-06-14,152.083
2013-06-15,140.333
2013-06-16,44.125
2013-06-17,65.2083
2013-06-18,130.5
2013-06-19,142.304
2013-06-20,216.875
2013-06-21,219.727
2013-06-22,132.65
2013-06-23,139.526
2013-06-24,152.5
2013-06-25,81.7826
2013-06-26,
2013-06-27,39.0952
2013-06-28,
2013-06-29,
2013-06-30,
2013-07-01,
2013-07-02,77.75
2013-07-03,70.3333
2013-07-04,50.8333
2013-07-05,
2013-07-06,
2013-07-07,
2013-07-08,
2013-07-09,
2013-07-10,
2013-07-11,
2013-07-12,49.75
2013-07-13,50.75
2013-07-14,41.6666
2013-07-15,26.9545
2013-07-16,
2013-07-17,
2013-07-18,46.85
2013-07-19,
2013-07-20,
2013-07-21,
2013-07-22,
2013-07-23,
2013-07-24,143.042
2013-07-25,83.0833
2013-07-26,48.6666
2013-07-27,54.125
2013-07-28,82.5833
2013-07-29,81.5416
2013-07-30,20.3333
2013-07-31,37.875
2013-08-01,35.0833
2013-08-02,34.4166
2013-08-03,15.4583
2013-08-04,28.2917
2013-08-05,32.4583
2013-08-06,20.0417
2013-08-07,12.7083
2013-08-08,17.25
2013-08-09,16.6667
2013-08-10,19.8333
2013-08-11,16.625
2013-08-12,11.25
2013-08-13,11.7917
2013-08-14,14.5
2013-08-15,
2013-08-16,17.875
2013-08-17,64.1666
2013-08-18,
2013-08-19,
2013-08-20,16.7143
2013-08-21,30.6667
2013-08-22,23.7917
2013-08-23,33.2916
2013-08-24,41.375
2013-08-25,51.0833
2013-08-26,37.9166
2013-08-27,34.9583
2013-08-28,28.4167
2013-08-29,33.5416
2013-08-30,38.0
2013-08-31,33.75
2013-09-01,28.875
2013-09-02,
2013-09-03,
2013-09-04,
2013-09-05,43.7916
2013-09-06,53.2916
2013-09-07,44.7083
2013-09-08,56.375
2013-09-09,38.7826
2013-09-10,40.5
2013-09-11,27.6667
2013-09-12,24.2917
2013-09-13,20.6087
2013-09-14,39.4583
2013-09-15,13.75
2013-09-16,27.7826
2013-09-17,40.6666
2013-09-18,33.25
2013-09-19,26.5417
2013-09-20,14.4583
2013-09-21,20.125
2013-09-22,47.2916
2013-09-23,20.1739
2013-09-24,12.7826
2013-09-25,29.5
2013-09-26,31.2917
2013-09-27,18.9167
2013-09-28,15.6667
2013-09-29,26.2083
2013-09-30,25.7917
2013-10-01,17.7917
2013-10-02,18.9167
2013-10-03,16.8636
2013-10-04,
2013-10-05,22.2083
2013-10-06,13.5417
2013-10-07,13.3043
2013-10-08,16.7917
2013-10-09,17.4583
2013-10-10,11.625
2013-10-11,13.1667
2013-10-12,9.375
2013-10-13,7.75
2013-10-14,16.6522
2013-10-15,10.9565
2013-10-16,11.4583
2013-10-17,14.0417
2013-10-18,21.9167
2013-10-19,19.3333
2013-10-20,5.66666
2013-10-21,11.2917
2013-10-22,17.2083
2013-10-23,11.4167
2013-10-24,13.625
2013-10-25,15.4167
2013-10-26,12.0833
2013-10-27,17.5417
2013-10-28,25.75
2013-10-29,14.2917
2013-10-30,15.0
2013-10-31,12.0833
2013-11-01,11.4167
2013-11-02,8.16666
2013-11-03,8.70833
2013-11-04,10.75
2013-11-05,13.5833
2013-11-06,9.375
2013-11-07,5.20833
2013-11-08,7.25
2013-11-09,8.625
2013-11-10,10.7917
2013-11-11,9.75
2013-11-12,11.25
2013-11-13,10.0833
2013-11-14,8.45833
2013-11-15,5.91666
2013-11-16,5.875
2013-11-17,19.0
2013-11-18,16.9167
2013-11-19,13.25
2013-11-20,10.6667
2013-11-21,15.2083
2013-11-22,19.7083
2013-11-23,12.625
2013-11-24,10.875
2013-11-25,8.125
2013-11-26,12.9583
2013-11-27,6.5
2013-11-28,12.4167
2013-11-29,8.625
2013-11-30,12.4167
2013-12-01,14.0417
2013-12-02,12.5833
2013-12-03,12.0833
2013-12-04,18.0833
2013-12-05,25.9583
2013-12-06,10.7083
2013-12-07,15.875
2013-12-08,9.29166
2013-12-09,9.5
2013-12-10,5.75
2013-12-11,11.9167
2013-12-12,11.0417
2013-12-13,18.7917
2013-12-14,14.7917
2013-12-15,12.5417
2013-12-16,14.2917
2013-12-17,19.7917
2013-12-18,15.2917
2013-12-19,16.5
2013-12-20,15.3333
2013-12-21,8.91666
2013-12-22,11.8333
2013-12-23,9.75
2013-12-24,18.1667
2013-12-25,15.4583
2013-12-26,10.1667
2013-12-27,12.0
2013-12-28,13.0417
2013-12-29,12.4167
2013-12-30,10.8333
2013-12-31,14.0417
2014-01-01,14.1667
2014-01-02,7.66666
2014-01-03,10.25
2014-01-04,14.625
2014-01-05,19.0
2014-01-06,32.7083
2014-01-07,14.125
2014-01-08,26.0417
2014-01-09,30.4167
2014-01-10,17.9167
2014-01-11,18.1667
2014-01-12,25.9583
2014-01-13,15.5417
2014-01-14,14.1667
2014-01-15,21.9583
2014-01-16,25.1667
2014-01-17,13.0833
2014-01-18,10.5417
2014-01-19,9.54166
2014-01-20,9.83333
2014-01-21,7.0
2014-01-22,6.5
2014-01-23,5.25
2014-01-24,7.45833
2014-01-25,11.3333
2014-01-26,7.375
2014-01-27,11.125
2014-01-28,9.125
2014-01-29,10.25
2014-01-30,11.2083
2014-01-31,8.5
2014-02-01,
2014-02-02,7.125
2014-02-03,8.25
2014-02-04,5.95833
2014-02-05,7.41666
2014-02-06,12.75
2014-02-07,20.9167
2014-02-08,13.5
2014-02-09,10.5417
2014-02-10,17.2083
2014-02-11,15.5
2014-02-12,8.0
2014-02-13,10.2917
2014-02-14,15.9167
2014-02-15,13.125
2014-02-16,12.25
2014-02-17,11.1667
2014-02-18,18.8333
2014-02-19,19.4167
2014-02-20,8.54166
2014-02-21,13.9583
2014-02-22,12.375
2014-02-23,15.1667
2014-02-24,18.2917
2014-02-25,11.2917
2014-02-26,11.25
2014-02-27,8.04166
2014-02-28,15.75
2014-03-01,14.625
2014-03-02,14.6667
2014-03-03,9.20833
2014-03-04,13.0417
2014-03-05,21.625
2014-03-06,13.75
2014-03-07,17.2917
2014-03-08,20.3333
2014-03-09,9.58333
2014-03-10,12.6818
2014-03-11,
2014-03-12,
2014-03-13,
2014-03-14,23.0833
2014-03-15,26.6364
2014-03-16,
2014-03-17,
2014-03-18,21.875
2014-03-19,18.625
2014-03-20,22.375
2014-03-21,18.6667
2014-03-22,17.1667
2014-03-23,22.4583
2014-03-24,24.6667
2014-03-25,15.375
2014-03-26,34.5
2014-03-27,29.25
2014-03-28,33.7083
2014-03-29,26.8333
2014-03-30,10.8333
2014-03-31,12.2917
2014-04-01,17.3333
2014-04-02,17.5833
2014-04-03,20.3333
2014-04-04,48.125
2014-04-05,31.5
2014-04-06,40.9166
2014-04-07,
2014-04-08,
2014-04-09,24.25
2014-04-10,23.25
2014-04-11,36.9583
2014-04-12,24.7083
2014-04-13,21.2083
2014-04-14,23.375
2014-04-15,32.5416
2014-04-16,28.625
2014-04-17,22.0833
2014-04-18,31.2917
2014-04-19,24.5417
2014-04-20,20.9167
2014-04-21,25.9583
2014-04-22,47.9166
2014-04-23,46.875
2014-04-24,97.1666
2014-04-25,101.25
2014-04-26,50.0
2014-04-27,41.9583
2014-04-28,54.3333
2014-04-29,82.25
2014-04-30,70.875
2014-05-01,51.5454
2014-05-02,33.5833
2014-05-03,26.3333
2014-05-04,18.9167
2014-05-05,47.5454
2014-05-06,52.5
2014-05-07,
2014-05-08,
2014-05-09,37.7619
2014-05-10,21.3333
2014-05-11,26.0833
2014-05-12,32.375
2014-05-13,39.2083
2014-05-14,37.875
2014-05-15,28.6667
2014-05-16,35.1666
2014-05-17,62.625
2014-05-18,59.3333
2014-05-19,37.0
2014-05-20,41.0416
2014-05-21,22.4167
2014-05-22,47.1666
2014-05-23,61.9166
2014-05-24,47.7916
2014-05-25,87.7916
2014-05-26,77.9166
2014-05-27,68.5416
2014-05-28,57.25
2014-05-29,26.1667
2014-05-30,39.9166
2014-05-31,58.2083
2014-06-01,81.7916
2014-06-02,77.9583
2014-06-03,47.9523
2014-06-04,25.75
2014-06-05,46.0833
2014-06-06,32.375
2014-06-07,9.58333
2014-06-08,27.2917
2014-06-09,62.9583
2014-06-10,76.5833
2014-06-11,45.0416
2014-06-12,20.0417
2014-06-13,
2014-06-14,133.25
2014-06-15,90.9166
2014-06-16,
2014-06-17,101.583
2014-06-18,137.875
2014-06-19,117.458
2014-06-20,64.25
2014-06-21,91.75
2014-06-22,146.375
2014-06-23,
2014-06-24,
2014-06-25,75.5833
2014-06-26,48.875
2014-06-27,92.0416
2014-06-28,191.333
2014-06-29,158.458
2014-06-30,84.2083
2014-07-01,68.1666
2014-07-02,34.3333
2014-07-03,38.5416
2014-07-04,25.4583
2014-07-05,
2014-07-06,
2014-07-07,
2014-07-08,182.708
2014-07-09,121.053
2014-07-10,80.4166
2014-07-11,
2014-07-12,134.25
2014-07-13,130.167
2014-07-14,40.2083
2014-07-15,40.4166
2014-07-16,32.9166
2014-07-17,29.9583
2014-07-18,42.0
2014-07-19,86.7083
2014-07-20,68.7083
2014-07-21,30.2917
2014-07-22,13.9167
2014-07-23,24.7273
2014-07-24,66.3333
2014-07-25,41.3333
2014-07-26,91.2083
2014-07-27,56.1666
2014-07-28,61.4583
2014-07-29,69.3999
2014-07-30,44.9166
2014-07-31,62.8333
2014-08-01,60.7916
2014-08-02,30.5417
2014-08-03,19.0417
2014-08-04,59.4166
2014-08-05,53.4583
2014-08-06,24.7083
2014-08-07,33.125
2014-08-08,75.25
2014-08-09,88.4166
2014-08-10,38.9583
2014-08-11,26.875
2014-08-12,36.4583
2014-08-13,102.125
2014-08-14,71.7916
2014-08-15,82.4166
2014-08-16,68.2916
2014-08-17,37.8333
2014-08-18,25.1667
2014-08-19,38.5416
2014-08-20,64.625
2014-08-21,93.5217
2014-08-22,68.875
2014-08-23,30.7917
2014-08-24,24.4782
2014-08-25,
2014-08-26,45.125
2014-08-27,67.0416
2014-08-28,78.1666
2014-08-29,55.375
2014-08-30,20.5
2014-08-31,40.125
2014-09-01,
2014-09-02,33.0833
2014-09-03,30.5217
2014-09-04,25.625
2014-09-05,27.1429
2014-09-06,36.25
2014-09-07,52.0
2014-09-08,22.2917
2014-09-09,17.125
2014-09-10,23.7917
2014-09-11,26.4167
2014-09-12,31.75
2014-09-13,29.375
2014-09-14,22.9167
2014-09-15,22.2917
2014-09-16,26.4545
2014-09-17,19.6667
2014-09-18,22.8333
2014-09-19,19.625
2014-09-20,18.375
2014-09-21,17.25
2014-09-22,17.125
2014-09-23,36.9565
2014-09-24,46.238
2014-09-25,14.4583
2014-09-26,22.9167
2014-09-27,33.7916
2014-09-28,18.0417
2014-09-29,13.125
2014-09-30,16.3333
2014-10-01,20.0417
2014-10-02,20.6667
2014-10-03,18.5417
2014-10-04,12.6667
2014-10-05,16.0833
2014-10-06,17.8333
2014-10-07,18.7083
2014-10-08,19.3333
2014-10-09,6.91666
2014-10-10,13.0833
2014-10-11,14.7917
2014-10-12,12.4583
2014-10-13,11.625
2014-10-14,17.7083
2014-10-15,16.9583
2014-10-16,11.7917
2014-10-17,14.7083
2014-10-18,11.7083
2014-10-19,8.04166
2014-10-20,
2014-10-21,
2014-10-22,
2014-10-23,11.125
2014-10-24,13.375
2014-10-25,13.0417
2014-10-26,15.0
2014-10-27,11.2917
2014-10-28,11.9167
2014-10-29,7.20833
2014-10-30,7.54166
2014-10-31,7.29166
2014-11-01,7.70833
2014-11-02,6.29166
2014-11-03,7.375
2014-11-04,10.5833
2014-11-05,12.0417
2014-11-06,8.5
2014-11-07,7.79166
2014-11-08,11.5833
2014-11-09,10.5
2014-11-10,8.75
2014-11-11,8.875
2014-11-12,9.20833
2014-11-13,10.375
2014-11-14,12.75
2014-11-15,16.0
2014-11-16,13.7083
2014-11-17,11.7826
2014-11-18,15.0417
2014-11-19,11.3333
2014-11-20,10.4583
2014-11-21,9.33333
2014-11-22,12.2917
2014-11-23,8.0
2014-11-24,6.125
2014-11-25,6.73913
2014-11-26,11.4583
2014-11-27,13.0417
2014-11-28,12.4583
2014-11-29,8.5
2014-11-30,8.75
2014-12-01,9.58333
2014-12-02,10.2917
2014-12-03,14.2083
2014-12-04,16.0
2014-12-05,12.9167
2014-12-06,6.625
2014-12-07,8.41666
2014-12-08,8.83333
2014-12-09,10.7083
2014-12-10,15.75
2014-12-11,12.5833
2014-12-12,11.75
2014-12-13,12.25
2014-12-14,12.75
2014-12-15,7.875
2014-12-16,8.41666
2014-12-17,9.0
2014-12-18,9.1739
2014-12-19,11.3333
2014-12-20,10.65
2014-12-21,7.08333
2014-12-22,6.5
2014-12-23,8.54166
2014-12-24,10.4167
2014-12-25,9.29166
2014-12-26,9.75
2014-12-27,10.3333
2014-12-28,7.70833
2014-12-29,8.25
2014-12-30,8.45833
2014-12-31,9.73912
2015-01-01,7.0
2015-01-02,10.2083
2015-01-03,12.4167
2015-01-04,15.125
2015-01-05,
2015-01-06,
2015-01-07,19.2917
2015-01-08,13.4583
2015-01-09,15.913
2015-01-10,14.875
2015-01-11,11.375
2015-01-12,30.3333
2015-01-13,25.625
2015-01-14,18.4583
2015-01-15,18.2917
2015-01-16,24.25
2015-01-17,17.9167
2015-01-18,18.1667
2015-01-19,14.375
2015-01-20,12.5
2015-01-21,13.7917
2015-01-22,11.9583
2015-01-23,19.5
2015-01-24,
2015-01-25,
2015-01-26,
2015-01-27,
2015-01-28,
2015-01-29,
2015-01-30,
2015-01-31,
2015-02-01,
2015-02-02,
2015-02-03,
2015-02-04,
2015-02-05,
2015-02-06,
2015-02-07,
2015-02-08,
2015-02-09,
2015-02-10,
2015-02-11,
2015-02-12,
2015-02-13,
2015-02-14,
2015-02-15,
2015-02-16,
2015-02-17,
2015-02-18,
2015-02-19,
2015-02-20,
2015-02-21,
2015-02-22,
2015-02-23,
2015-02-24,
2015-02-25,
2015-02-26,
2015-02-27,
2015-02-28,
2015-03-01,
2015-03-02,
2015-03-03,
2015-03-04,
2015-03-05,
2015-03-06,
2015-03-07,
2015-03-08,
2015-03-09,
2015-03-10,17.5417
2015-03-11,26.625
2015-03-12,29.4167
2015-03-13,15.7917
2015-03-14,19.6667
2015-03-15,14.2917
2015-03-16,15.1304
2015-03-17,14.3333
2015-03-18,14.75
2015-03-19,17.5833
2015-03-20,14.875
2015-03-21,14.1667
2015-03-22,14.3333
2015-03-23,18.5833
2015-03-24,
2015-03-25,19.25
2015-03-26,
2015-03-27,
2015-03-28,14.125
2015-03-29,15.0
2015-03-30,11.6667
2015-03-31,15.9167
2015-04-01,15.5
2015-04-02,16.0833
2015-04-03,9.69565
2015-04-04,9.33333
2015-04-05,10.8333
2015-04-06,13.1667
2015-04-07,17.4167
2015-04-08,19.2917
2015-04-09,14.5417
2015-04-10,19.5417
2015-04-11,29.75
2015-04-12,36.9583
2015-04-13,43.125
2015-04-14,26.2917
2015-04-15,18.0
2015-04-16,25.2917
2015-04-17,20.2917
2015-04-18,19.3333
2015-04-19,20.6667
2015-04-20,24.8333
2015-04-21,22.6667
2015-04-22,24.375
2015-04-23,27.125
2015-04-24,40.875
2015-04-25,45.5
2015-04-26,69.5
2015-04-27,59.375
2015-04-28,44.0435
2015-04-29,42.2916
2015-04-30,55.3333
2015-05-01,76.0
2015-05-02,37.0416
2015-05-03,14.2083
2015-05-04,25.5
2015-05-05,31.5
2015-05-06,50.9166
2015-05-07,46.9583
2015-05-08,65.625
2015-05-09,48.2916
2015-05-10,
2015-05-11,
2015-05-12,50.75
2015-05-13,42.6666
2015-05-14,43.0833
2015-05-15,51.8162
2015-05-16,55.4362
2015-05-17,45.7253
2015-05-18,45.9451
2015-05-19,53.1699
2015-05-20,58.137
2015-05-21,52.1949
2015-05-22,23.1883
2015-05-23,38.8695
2015-05-24,49.8795
2015-05-25,83.1711
2015-05-26,105.995
2015-05-27,107.363
2015-05-28,110.748
2015-05-29,62.4514
2015-05-30,69.8845
2015-05-31,82.1962
2015-06-01,74.3307
2015-06-02,60.7441
2015-06-03,69.7074
2015-06-04,112.766
2015-06-05,85.7174
2015-06-06,14.9156
2015-06-07,26.5638
2015-06-08,34.0533
2015-06-09,24.445
2015-06-10,16.7616
2015-06-11,49.3994
2015-06-12,73.0498
2015-06-13,57.5775
2015-06-14,45.8026
2015-06-15,41.3609
2015-06-16,53.3837
2015-06-17,67.3887
2015-06-18,90.3657
2015-06-19,56.5341
2015-06-20,62.6299
2015-06-21,80.8174
2015-06-22,87.527
2015-06-23,62.3387
2015-06-24,99.4377
2015-06-25,78.1815
2015-06-26,61.117
2015-06-27,77.4199
2015-06-28,77.6078
2015-06-29,79.0724
2015-06-30,95.7865
2015-07-01,72.4519
2015-07-02,50.6108
2015-07-03,72.1594
2015-07-04,72.1499
2015-07-05,76.199
2015-07-06,49.0768
2015-07-07,63.542
2015-07-08,87.1665
2015-07-09,61.502
2015-07-10,45.3362
2015-07-11,36.6504
2015-07-12,
2015-07-13,
2015-07-14,
2015-07-15,
2015-07-16,
2015-07-17,
2015-07-18,
2015-07-19,
2015-07-20,
2015-07-21,
2015-07-22,
2015-07-23,100.925
2015-07-24,85.9565
2015-07-25,97.0244
2015-07-26,90.9937
2015-07-27,47.27
2015-07-28,48.9216
2015-07-29,80.1558
2015-07-30,54.8022
2015-07-31,53.3141
2015-08-01,53.1912
2015-08-02,42.4295
2015-08-03,61.3317
2015-08-04,56.3616
2015-08-05,25.48
2015-08-06,18.6445
2015-08-07,48.0028
2015-08-08,
2015-08-09,18.059
2015-08-10,25.5443
2015-08-11,32.012
2015-08-12,59.2562
2015-08-13,58.7899
2015-08-14,50.2149
2015-08-15,45.0245
2015-08-16,37.325
2015-08-17,47.5824
2015-08-18,44.1028
2015-08-19,56.8262
2015-08-20,52.0224
2015-08-21,28.2733
2015-08-22,20.9887
2015-08-23,35.8546
2015-08-24,48.949
2015-08-25,24.4125
2015-08-26,34.1062
2015-08-27,52.4387
2015-08-28,53.3582
2015-08-29,40.8804
2015-08-30,24.0847
2015-08-31,21.8766
2015-09-01,24.7225
2015-09-02,29.2179
2015-09-03,33.8845
2015-09-04,41.4674
2015-09-05,35.4904
2015-09-06,18.6986
2015-09-07,
2015-09-08,29.6008
2015-09-09,27.745
2015-09-10,24.61
2015-09-11,25.5583
2015-09-12,48.4982
2015-09-13,56.2141
2015-09-14,37.8995
2015-09-15,30.3179
2015-09-16,27.5432
2015-09-17,29.2291
2015-09-18,28.585
2015-09-19,31.2995
2015-09-20,31.3683
2015-09-21,22.6979
2015-09-22,26.4969
2015-09-23,20.1064
2015-09-24,18.51
2015-09-25,29.7129
2015-09-26,43.0145
2015-09-27,43.0579
2015-09-28,30.2082
2015-09-29,20.08
2015-09-30,27.6691
2015-10-01,15.8802
2015-10-02,25.0116
2015-10-03,28.4591
2015-10-04,18.1379
2015-10-05,19.4278
2015-10-06,20.4379
2015-10-07,18.1421
2015-10-08,21.0441
2015-10-09,23.0042
2015-10-10,22.2154
2015-10-11,18.2882
2015-10-12,25.3141
2015-10-13,18.5537
2015-10-14,18.2825
2015-10-15,13.7604
2015-10-16,50.2327
2015-10-17,34.0966
2015-10-18,21.3746
2015-10-19,23.6608
2015-10-20,23.8087
2015-10-21,23.9737
2015-10-22,22.9791
2015-10-23,22.6859
2015-10-24,23.5621
2015-10-25,14.8422
2015-10-26,15.9306
2015-10-27,25.4933
2015-10-28,25.5375
2015-10-29,25.7158
2015-10-30,20.0554
2015-10-31,19.1933
2015-11-01,20.7213
2015-11-02,30.4308
2015-11-03,23.1804
2015-11-04,20.08
2015-11-05,21.7272
2015-11-06,19.22
2015-11-07,18.9633
2015-11-08,17.6383
2015-11-09,9.85582
2015-11-10,11.6995
2015-11-11,11.5407
2015-11-12,8.19713
2015-11-13,14.3014
2015-11-14,12.2044
2015-11-15,11.9966
2015-11-16,11.1034
2015-11-17,10.0592
2015-11-18,10.8655
2015-11-19,9.16678
2015-11-20,11.8395
2015-11-21,12.68
2015-11-22,10.0587
2015-11-23,9.10432
2015-11-24,10.2816
2015-11-25,8.83873
2015-11-26,8.8889
2015-11-27,10.5219
2015-11-28,11.3348
2015-11-29,13.8834
2015-11-30,14.533
2015-12-01,17.8695
2015-12-02,13.5647
2015-12-03,10.3983
2015-12-04,15.5762
2015-12-05,15.8714
2015-12-06,14.23
2015-12-07,11.7871
2015-12-08,11.2681
2015-12-09,15.5544
2015-12-10,15.866
2015-12-11,17.3163
2015-12-12,16.5446
2015-12-13,11.0142
2015-12-14,10.3161
2015-12-15,11.9216
2015-12-16,10.1496
2015-12-17,14.4124
2015-12-18,11.81
2015-12-19,14.8972
2015-12-20,14.009
2015-12-21,13.2119
2015-12-22,10.4294
2015-12-23,9.30324
2015-12-24,19.4387
2015-12-25,18.2022
2015-12-26,15.165
2015-12-27,12.4702
2015-12-28,14.5432
2015-12-29,14.8529
2015-12-30,13.5685
2015-12-31,16.1129
2016-01-01,16.4629
2016-01-02,12.8539
2016-01-03,13.1776
2016-01-04,16.5124
2016-01-05,16.5037
2016-01-06,16.1291
2016-01-07,16.7488
2016-01-08,12.2712
2016-01-09,15.9421
2016-01-10,12.9544
2016-01-11,15.0639
2016-01-12,10.6856
2016-01-13,16.519
2016-01-14,23.7548
2016-01-15,17.4212
2016-01-16,15.2112
2016-01-17,15.4869
2016-01-18,20.9003
2016-01-19,20.3841
2016-01-20,25.0941
2016-01-21,21.346
2016-01-22,20.0741
2016-01-23,20.2031
2016-01-24,10.0185
